Year,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,GoalID,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2018,3810,Manhattan,"Battery Park City, Greenwich Village & Soho",MN Community Districts 1 & 2,3810,0.088,79181,0.716,0.022,0.159,0.032,0.07,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,28.21103723,1,10,Top,Job Training And Placement Support,44.90733544,1,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.721667862,3,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.748,3,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,68641.95313,3,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.76,27,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.518,48,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.862,49,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.960543338,3,Percentage of adults with a high school degree or equivalent
2018,3810,Manhattan,"Battery Park City, Greenwich Village & Soho",MN Community Districts 1 & 2,3810,0.088,79181,0.716,0.022,0.159,0.032,0.07,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,68.98385058,2,8.717695703,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,3,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,1,,Goal 3: Access to Quality Jobs & Income Supports,,1,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,5,,Goal 5: Opportunities to Build Assets & Plan for the Future,,25,,,,,,,,,,,,,
2018,3810,Manhattan,"Battery Park City, Greenwich Village & Soho",MN Community Districts 1 & 2,3810,0.088,79181,0.716,0.022,0.159,0.032,0.07,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.716,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,13.36210952,3,9.687718566,Top,Homeownership Opportunity,0.811,1,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.784,1,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,27.16866306,40,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.47:1,14,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,15.57670015,46,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.410395096,2,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,Not Applicable,43,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2018,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",2.047271028,21,3.757060221,Middle,Bank / Credit Union-To-Nonbank Ratio,0.334027777777778,10,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.931993818,24,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 16.72%; Black or African American (non-Hispanic or Latino) 0.65%; Hispanic or Latino 4.69%; Other/No Information 11.16%; White (non-Hispanic or Latino) 66.79%,41,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.964,4,Percentage of residents with a bank or credit union account,Affordable Products,0.71875,2,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2529,10,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2018,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,3.595330168,17,5.862159382,Top,Ability To Borrow At Low Cost,0.71,10,Percentage of residents with a prime or better credit score,Housing Stability,13.8%,53,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.961,1,Percentage of residents with health insurance,Rent Burden,0.409,4,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.289,20,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,45.9,30,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2018,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",1.904654992,15,5.358250344,Top,Access To Groceries,174.66,28,Supermarket square footage per 100 residents,Child Care Capacity,0.58463,35,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.06,3,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),872.285,48,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.10446214185204,1,Percentage of median household income spent on transportation,Journey To Work Time,45,42,Average (mean) travel time to work in minutes,,,,,,,,
2018,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,6.048275607,9,4.943597361,Top,Job Training And Placement Support,1.239157373,27,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.734294434,2,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,FALSE,FALSE,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,48867.94922,8,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.871,3,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.552,46,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.635,55,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.913521714,7,Percentage of adults with a high school degree or equivalent
2018,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,26.95764131,10,5.54297091,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,21,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,15,,Goal 3: Access to Quality Jobs & Income Supports,,9,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,17,,Goal 5: Opportunities to Build Assets & Plan for the Future,,3,,,,,,,,,,,,,
2018,3901,Staten Island,"Tottenville, Great Kills & Annadale",SI Community District 3,3901,0.114,40637,0.836,0.009,0.047,0.011,0.097,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.836,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,10.69732119,6,8.820003297,Top,Homeownership Opportunity,0.711,3,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.766,4,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,48.03322421,19,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.57:1,13,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,37.39201762,15,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.234671672,33,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,Not Applicable,43,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2018,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,FinancialServices,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",3.035393342,16,4.08093547,Top,Bank / Credit Union-To-Nonbank Ratio,8.8:1,9,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,3.916555205,4,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 35.58%; Black or African American (non-Hispanic or Latino) 0.79%; Hispanic or Latino 4.68%; Other/No Information 10.78%; White (non-Hispanic or Latino) 48.18%,46,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.935,15,Percentage of residents with a bank or credit union account,Affordable Products,0.698113208,4,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2314,14,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2018,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,FinancialShocks,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-2.667844612,32,3.498205735,Middle,Ability To Borrow At Low Cost,0.68,15,Percentage of residents with a prime or better credit score,Housing Stability,18.7%,52,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.936,8,Percentage of residents with health insurance,Rent Burden,0.567,33,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.317,31,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,42.8,29,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2018,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Goods&Services,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",10.70446957,3,9.69241463,Top,Access To Groceries,338.45,1,Supermarket square footage per 100 residents,Child Care Capacity,0.61498,26,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.07,6,Percentage of adults who did not receive needed medical care in past year ,Cost Of Transportation ($),770.5691667,46,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.110500950036448,3,Percentage of median household income spent on transportation,Journey To Work Time,41.3,21,Average (mean) travel time to work in minutes,,,,,,,,
2018,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,Jobs&Income,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,4.486995639,12,4.58739355,Top,Job Training And Placement Support,3.070137129,18,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.618500519,8,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.578,48,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,42318.69531,12,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.833,5,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.66,38,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.895,42,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.880255565,11,Percentage of adults with a high school degree or equivalent
2018,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,OverallIndex,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,26.25633513,11,5.489993157,Top,"Goal 1: Access to Affordable, High-Quality Financial Services",,16,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,3,,Goal 3: Access to Quality Jobs & Income Supports,,12,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,32,,Goal 5: Opportunities to Build Assets & Plan for the Future,,6,,,,,,,,,,,,,
2018,3902,Staten Island,New Springville & South Beach,SI Community District 2,3902,0.144,35413,0.683,0.037,0.125,0.019,0.136,MajorityRaceEthnicity,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.683,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3903,Staten Island,"Port Richmond, Stapleton & Mariners Harbor",SI Community District 1,3903,0.212,31347,0.381,0.221,0.075,0.031,0.293,BuildAssets,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,7.434650598,9,7.757604058,Top,Homeownership Opportunity,0.556,7,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.705,12,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,49.31281147,18,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,4.07:1,7,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,27.15105384,25,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.283830445,20,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.030738241,35,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
